Newspapers|LCCN|OCLC|ISSN|State|County|City|Geo Location|Browse Digitized Issues|Number of Issues|First Issue|Last Issue|Essay Available|Languages|Ethnicity
The Daily News (Pensacola, Fla.) 1889-190?|sn96027213|33669261|1946-6137|Florida|Escambia|Pensacola|30.4068966, -87.2175711|https://www.loc.gov/item/sn96027213/?st=calendar|64|1900-02-02|1900-04-19|True|English|
The Daily News of the Virgin Islands (Charlotte Amalie, St. Thomas, V.I.) 1955-1978|sn83025327|9391862|2996-9131|Virgin Islands|Saint Thomas|Charlotte Amalie|18.3419, -64.9307|https://www.loc.gov/item/sn83025327/?st=calendar|567|1962-01-02|1963-12-31|True|English|African American, Caribbean
The Daily Nome Industrial Worker (Nome, Alaska) 19??-1918|sn96094905|14363649|2993-6381|Alaska||Nome|64.505859, -165.4029112|https://www.loc.gov/item/sn96094905/?st=calendar|749|1913-08-15|1918-04-30|True|English|
Daily Northern Tribune (Bath, Me.) 1845-1853|sn83021246|10037210|2997-6952|Maine|Sagadahoc|Bath|43.912419, -69.816579|https://www.loc.gov/item/sn83021246/?st=calendar|161|1847-04-27|1848-05-13|True|English|
Daily Ohio Statesman (Columbus, Ohio) 1855-1870|sn84028645|11284710|2330-6084|Ohio|Franklin|Columbus|39.962762, -82.996291|https://www.loc.gov/item/sn84028645/?st=calendar|2469|1861-01-02|1869-01-30|True|English|
The Daily Palladium (Richmond, Ind.) 1904-1905|sn86058251|13110799|2575-0992|Indiana|Wayne|Richmond|39.827286, -84.890357|https://www.loc.gov/item/sn86058251/?st=calendar|299|1904-01-30|1904-12-31|True|English|
The Daily Panhandle (Amarillo, Tex.) 1906-19??|sn86088049|13832325|2331-6314|Texas|Potter|Amarillo|35.207009, -101.832013|https://www.loc.gov/item/sn86088049/?st=calendar|38|1907-08-27|1920-12-01|True|English|
The Daily Panola Star (Sardis, Miss.) 1871-1872|sn87065516|16115490|2575-4602|Mississippi|Panola|Sardis|34.4370077, -89.9162486|https://www.loc.gov/item/sn87065516/?st=calendar|9|1871-10-31|1872-10-18|True|English|
The Daily Phoenix (Columbia, S.C.) 1865-1878|sn84027008|10821777|2158-9046|South Carolina|Richland|Columbia|34.009286, -81.037094|https://www.loc.gov/item/sn84027008/?st=calendar|3077|1865-07-31|1877-10-02|True|English|
Daily Picayune (Prescott, Ark.) 1908-1921|sn89051256|19910645|2692-9597|Arkansas|Nevada|Prescott|33.802494, -93.380938|https://www.loc.gov/item/sn89051256/?st=calendar|346|1908-04-06|1921-07-15|True|English|
The Daily Picket (Canton, Miss.) 18??-19??|sn87065306|15674525|2765-8643|Mississippi|Madison|Canton|32.6138758, -90.0349356|https://www.loc.gov/item/sn87065306/?st=calendar|1|1903-06-25|1903-06-25|True|English|
The Daily Pioneer (Bemidji, Beltrami Co., Minn.) 1903-1904|sn90059049|1519496|2163-7350|Minnesota|Beltrami|Bemidji|47.472647, -94.879661|https://www.loc.gov/item/sn90059049/?st=calendar|215|1903-04-20|1904-01-29|True|English|
Daily Press (Newport News, Va.) 1896-Current|sn83045830|7529015|2163-7156|Virginia||Newport News|36.977714, -76.430349|https://www.loc.gov/item/sn83045830/?st=calendar|2162|1898-01-11|1910-12-22|True|English|
The Daily Press (Cincinnati Ohio) 1859-1859|sn88077413|17937759|2327-493x|Ohio|Hamilton|Cincinnati|39.12711, -84.51439|https://www.loc.gov/item/sn88077413/?st=calendar|110|1859-02-22|1859-07-02|True|English|
Daily Press and Dakotaian (Yankton, Dakota Territory [S.D.]) 1875-1880|sn84022144|10316215|2473-022x|South Dakota|Yankton|Yankton|42.871064, -97.390536|https://www.loc.gov/item/sn84022144/?st=calendar|1309|1875-11-05|1880-04-24|True|English|
The Daily Progressive-Miner (Ketchikan, Alaska) 1915-1919|sn94050061|30832968|2771-246x|Alaska||Ketchikan|55.3419424, -131.6427601|https://www.loc.gov/item/sn94050061/?st=calendar|1078|1915-09-23|1919-04-30|True|English|
Daily Prospector Bulletin (Valdez, Alaska) 1905-1911|sn98060265|39215542|2641-7537|Alaska||Valdez|61.1290499, -146.360131|https://www.loc.gov/item/sn98060265/?st=calendar|2|1907-11-14|1907-11-14|True|English|
Daily Public Ledger (Maysville, Ky.) 1892-191?|sn86069117|13566890|2157-3484|Kentucky|Mason|Maysville|38.639885, -83.784323|https://www.loc.gov/item/sn86069117/?st=calendar|5857|1892-04-06|1912-12-20|True|English|
The Daily Record (Dunn, N.C.) 1950-1978|sn88063132|13168584|2766-6107|North Carolina|Harnett|Dunn|35.3062824, -78.609054|https://www.loc.gov/item/sn88063132/?st=calendar|1008|1950-12-06|1956-02-29||English|
The Daily Register (Wheeling, W. Va.) 1863-1864|sn86092517|13501815|2576-6112|West Virginia|Ohio|Wheeling|40.0639476, -80.7220019|https://www.loc.gov/item/sn86092517/?st=calendar|329|1863-09-08|1864-12-16|True|English|
The Daily Republic (Washington, D.C.) 1853-1853|sn82014166|8766570|2471-626x|District of Columbia||Washington|38.8920621, -77.0199124|https://www.loc.gov/item/sn82014166/?st=calendar|46|1853-07-06|1853-08-27|True|English|
Daily Republican ([Wilmington, Del.]) 1874-1890|sn84038114|11175797|2476-2725|Delaware|New Castle|Wilmington|39.7444318, -75.5451003|https://www.loc.gov/item/sn84038114/?st=calendar|3598|1874-07-27|1890-06-30|True|English|
The Daily Republican (Seattle, Wash.) 18??-189?|sn87093449|17291877|2158-4710|Washington|King|Seattle|47.603229, -122.33028|https://www.loc.gov/item/sn87093449/?st=calendar|2|1896-02-26|1896-03-02|True|English|African American
The Daily Republican (Wilmington, Del.) 1902-19??|sn88053056|18317097|2574-7045|Delaware|New Castle|Wilmington|39.7444318, -75.5451003|https://www.loc.gov/item/sn88053056/?st=calendar|76|1902-10-04|1903-05-20|True|English|
Daily Richmond Times (Richmond, Va.) 1849-1850|sn86071855|14120856|2836-5046|Virginia||Richmond|37.540759, -77.433932|https://www.loc.gov/item/sn86071855/?st=calendar|245|1849-07-13|1850-12-03|True|English|
Daily Richmond Whig (Richmond, Va.) 1828-1831|sn85026767|12541011|2831-302x|Virginia||Richmond|37.540759, -77.433932|https://www.loc.gov/item/sn85026767/?st=calendar|759|1828-11-15|1831-05-13|True|English|
Daily Richmond Whig (Richmond, Va.) 1840-1842|sn85026768|12541173|2831-3046|Virginia||Richmond|37.540759, -77.433932|https://www.loc.gov/item/sn85026768/?st=calendar|575|1841-01-01|1842-11-25|True|English|
Daily Richmond Whig (Richmond, Va.) 1861-1862|sn86071866|14156994|2831-2708|Virginia||Richmond|37.540759, -77.433932|https://www.loc.gov/item/sn86071866/?st=calendar|211|1861-09-05|1862-05-14|True|English|
Daily Richmond Whig (Richmond, Va.) 1865-1869|sn84024660|10988355|2831-2988|Virginia||Richmond|37.540759, -77.433932|https://www.loc.gov/item/sn84024660/?st=calendar|187|1865-05-01|1866-05-01|True|English|
Daily Richmond Whig & Public Advertiser (Richmond, Va.) 1833-1840|sn84024657|10988422|2831-2848|Virginia||Richmond|37.540759, -77.433932|https://www.loc.gov/item/sn84024657/?st=calendar|10|1833-04-03|1838-04-11|True|English|
The Daily Sentinel (Grand Junction, Colo.) 1893-Current|sn86066870|11217358|1545-8962|Colorado|Mesa|Grand Junction|39.065371, -108.569532|https://www.loc.gov/item/sn86066870/?st=calendar|4300|1898-12-24|1914-08-01|True|English|
The Daily Silver State (Winnemucca, Nev.) 1903-1907|sn86076224|13788871|2766-4910|Nevada|Humboldt|Winnemucca|40.9723383, -117.7279389|https://www.loc.gov/item/sn86076224/?st=calendar|1158|1903-04-30|1907-06-15|True|English|
Daily Sitka Sentinel and the Arrowhead Press (Sitka, Alaska) 1950-1957|sn94050016|29814130|2993-9410|Alaska||Sitka|57.05238, -135.334436|https://www.loc.gov/item/sn94050016/?st=calendar|90|1955-08-23|1955-12-30||English|
The Daily Soliphone (Paragould, Ark.) 1???-1911|sn89051437|20661266||Arkansas|Greene|Paragould|36.0526594, -90.5052079|https://www.loc.gov/item/sn89051437/?st=calendar|58|1902-01-01|1902-05-31|True|English|
Daily South Kentuckian (Hopkinsville, Ky.) 1881-18??|sn86069393|14115317|2332-5194|Kentucky|Christian|Hopkinsville|36.865586, -87.488906|https://www.loc.gov/item/sn86069393/?st=calendar|7|1884-10-01|1885-10-03|True|English|
Daily Southern Reveille (Port Gibson, Miss.) 1858-18??|sn87090150|15152092|2575-7318|Mississippi|Claiborne|Port Gibson|31.960448, -90.981924|https://www.loc.gov/item/sn87090150/?st=calendar|203|1858-09-13|1859-05-30|True|English|
The Daily Spy (Worcester [Mass.]) 1845-1850|sn83021203|9952989|2996-0630|Massachusetts|Worcester|Worcester|42.2621176, -71.8022386|https://www.loc.gov/item/sn83021203/?st=calendar|578|1845-07-24|1850-09-18|True|English|
The Daily Star-Mirror (Moscow, Idaho) 1911-1939|sn89055128|19645725|2693-583x|Idaho|Latah|Moscow|46.733689, -117.000002|https://www.loc.gov/item/sn89055128/?st=calendar|3703|1911-09-28|1923-12-31|True|English|
The Daily State Chronicle (Raleigh, N.C.) 188?-1891|sn92072977|25623178|2474-4611|North Carolina|Wake|Raleigh|35.7813033, -78.6416795|https://www.loc.gov/item/sn92072977/?st=calendar|385|1890-03-06|1891-05-31|True|English|
The Daily State Journal (Alexandria, Va.) 1868-1874|sn84024670|10986300|2163-7229|Virginia||Richmond, Alexandria|38.804665, -77.043614|https://www.loc.gov/item/sn84024670/?st=calendar|1003|1871-01-02|1874-03-31|True|English|
The Daily State Register (Carson City, Nev.) 1870-1872|sn84020345|10635676|2474-2155|Nevada|Ormsby, Carson City|Carson City|39.16458, -119.766919|https://www.loc.gov/item/sn84020345/?st=calendar|590|1870-12-29|1872-11-30|True|English|
Daily State Sentinel (Indianapolis, Ind.) 1861-1865|sn82015683|8811347|2332-1040|Indiana|Marion|Indianapolis|39.76845, -86.156212|https://www.loc.gov/item/sn82015683/?st=calendar|1177|1862-01-01|1865-10-31|True|English|
The Daily Telegram (Clarksburg, W. Va.) 1901-1926|sn85059715|12819615|2471-2159|West Virginia|Harrison|Clarksburg|39.2833081, -80.3514462|https://www.loc.gov/item/sn85059715/?st=calendar|3611|1902-12-11|1916-12-30|True|English|
The Daily Telegraph (Monroe, La.) 1870-1886|sn88064499|18114477|2163-6621|Louisiana|Ouachita|Monroe|32.500759, -92.111225|https://www.loc.gov/item/sn88064499/?st=calendar|934|1870-12-13|1886-07-05|True|English|
Daily Texarkana Democrat (Texarkana, Ark.) 1890-1894|sn89051301|20120001|2995-4711|Arkansas|Miller|Texarkana|33.430336, -94.038937|https://www.loc.gov/item/sn89051301/?st=calendar|465|1892-07-18|1894-02-01|True|English|
The Daily Texarkanian (Texarkana, Ark.) 1894-1906|sn86090500|14985064|2995-4738|Arkansas|Miller, Bowie|Texarkana|33.44221, -94.06408|https://www.loc.gov/item/sn86090500/?st=calendar|1935|1894-02-02|1900-08-08|True|English|
The Daily Texarkanian (Texarkana, Ark.) 1894-1906|sn86090500|14985064|2995-4738|Texas|Miller, Bowie|Texarkana|33.44221, -94.06408|https://www.loc.gov/item/sn86090500/?st=calendar|1935|1894-02-02|1900-08-08|True|English|
The Daily Times (Richmond, Va.) 1886-1889|sn86071854|14120699|2157-5029|Virginia||Richmond|37.540759, -77.433932|https://www.loc.gov/item/sn86071854/?st=calendar|1068|1886-10-22|1889-12-31|True|English|
The Daily Times (Wilson, N.C.) 1902-1936|sn92073954|25415974|2472-2847|North Carolina|Wilson|Wilson|35.731888, -77.922737|https://www.loc.gov/item/sn92073954/?st=calendar|714|1918-06-07|1922-03-08||English|
Daily Tobacco Leaf-Chronicle (Clarksville, Tenn.) 1890-1895|sn88061072|17796757|2376-5569|Tennessee|Montgomery|Clarksville|36.5164819, -87.3203942|https://www.loc.gov/item/sn88061072/?st=calendar|876|1890-03-12|1892-12-31|True|English|
The Daily Tombstone (Tombstone, Ariz.) 1885-1886|sn94052361|30559459|2157-670x|Arizona|Cochise|Tombstone|31.714079, -110.06778|https://www.loc.gov/item/sn94052361/?st=calendar|344|1885-09-01|1886-12-07|True|English|
Daily Tombstone Epitaph (Tombstone, Ariz.) 1885-1887|sn96060682|36207049|2157-8028|Arizona|Cochise|Tombstone|31.714079, -110.06778|https://www.loc.gov/item/sn96060682/?st=calendar|228|1885-12-22|1887-05-07|True|English|
The Daily Tribune (Florence, Colo.) 1903-19??|sn90051356|21633502|2835-7078|Colorado|Fremont|Florence|38.3899407, -105.1177972|https://www.loc.gov/item/sn90051356/?st=calendar|1844|1903-02-20|1909-05-11|True|English|
The Daily True Democrat (Little Rock, Ark.) 1861-1861|sn89051466|20922300|2692-8701|Arkansas|Pulaski|Little Rock|34.748745, -92.275105|https://www.loc.gov/item/sn89051466/?st=calendar|7|1861-03-09|1861-03-16|True|English|
The Daily Tulean Dispatch (Newell, Calif.) 1942-1943|sn84025954|10815247|3067-6231|California|Modoc|Newell|41.88807, -121.370161|https://www.loc.gov/item/sn84025954/?st=calendar|252|1942-07-17|1943-09-08||English, Japanese|Japanese
Daily Union and American (Nashville, Tenn.) 1865-1866|sn85038519|12696862|2166-6075|Tennessee|Davidson|Nashville|36.1663493, -86.7790541|https://www.loc.gov/item/sn85038519/?st=calendar|285|1865-12-09|1866-11-23|True|English|
Daily Union Appeal (Memphis, Tenn.) 1862-186?|sn97065211|37355936|2475-1685|Tennessee|Shelby|Memphis|35.1433781, -90.0521356|https://www.loc.gov/item/sn97065211/?st=calendar|15|1862-08-12|1862-08-30|True|English|
The Daily Union (Washington [D.C.]) 1845-1857|sn82003410|8770145|2381-0378|District of Columbia||Washington|38.8920621, -77.0199124|https://www.loc.gov/item/sn82003410/?st=calendar|3707|1845-05-01|1857-04-15|True|English|
The Daily Wabash Express (Terre-Haute, Ind.) 1857-1867|sn84038189|11252853|2332-2640|Indiana|Vigo|Terre Haute|39.4664818, -87.4125783|https://www.loc.gov/item/sn84038189/?st=calendar|552|1861-02-12|1865-01-27|True|English|
The Daily Worker (Chicago, Ill.; New York, N.Y.) 1924-1958|sn84020097|10341040|2769-4763|New York|New York, Cook|New York, Chicago|41.883229, -87.632398|https://www.loc.gov/item/sn84020097/?st=calendar|3483|1924-01-13|1935-02-28|True|English|
The Daily Worker (Chicago, Ill.; New York, N.Y.) 1924-1958|sn84020097|10341040|2769-4763|Illinois|New York, Cook|New York, Chicago|41.883229, -87.632398|https://www.loc.gov/item/sn84020097/?st=calendar|3483|1924-01-13|1935-02-28|True|English|
Daily Yellowstone Journal (Miles City, Mont.) 1882-1893|sn86075021|13054849|2163-4912|Montana|Custer|Miles City|46.40649, -105.847841|https://www.loc.gov/item/sn86075021/?st=calendar|3031|1882-10-18|1893-01-17|True|English|
The Dakota Chief (Gann Valley, Buffalo County, S.D.) 18??-1913|sn99068086|41510551|2770-3061|South Dakota|Buffalo|Gann Valley|44.03382, -98.986493|https://www.loc.gov/item/sn99068086/?st=calendar|954|1893-12-21|1913-04-29|True|English|
Dakota City Herald (Dakota City, Neb.) 1857-1860|sn84020146|10408809|2329-6690|Nebraska|Dakota|Dakota City|42.415216, -96.417244|https://www.loc.gov/item/sn84020146/?st=calendar|24|1859-08-13|1860-05-04|True|English|
Dakota County Herald (Dakota City, Neb.) 1891-1965|2010270500|607922096|2163-6753|Nebraska|Dakota|Dakota City|42.415216, -96.417244|https://www.loc.gov/item/2010270500/?st=calendar|813|1899-12-02|1922-03-16|True|English|
Dakota Farmers' Advocate (Canton, S.D.) 18??-1890|sn00065126|43477600|2376-5313|South Dakota|Lincoln|Canton|43.300858, -96.59272|https://www.loc.gov/item/sn00065126/?st=calendar|6|1890-07-11|1890-08-15|True|English|
Dakota Farmers' Leader (Canton, S.D.) 1890-19??|sn00065127|43477662|2376-533x|South Dakota|Lincoln|Canton|43.300858, -96.59272|https://www.loc.gov/item/sn00065127/?st=calendar|1279|1890-08-29|1916-06-30|True|English, German|
Dakota Tawaxitku Kin, Or, the Dakota Friend (Saint Paul, Minn.) 1850-1852|sn93099999|1644692|2640-5989|Minnesota|Ramsey|Saint Paul|44.94441, -93.09327|https://www.loc.gov/item/sn93099999/?st=calendar|22|1850-11-01|1852-08-01|True|English, Dakota|Indians of North America
The Dallas Daily Herald (Dallas, Tex.) 1873-1887|sn83025733|9788016|2331-3285|Texas|Dallas|Dallas|32.7779765, -96.7962148|https://www.loc.gov/item/sn83025733/?st=calendar|3671|1873-02-11|1887-12-29|True|English|
The Dallas Express (Dallas, Tex.) 1893-1970|sn83025779|9839625|2331-334x|Texas|Dallas, Harris|Dallas, Houston|29.7608026, -95.3695062|https://www.loc.gov/item/sn83025779/?st=calendar|183|1900-01-13|1922-12-30|True|English|African American
Dallas Herald (Dallas, Tex.) 1849-1873|sn84022278|10330967|2333-4649|Texas|Dallas|Dallas|32.7779765, -96.7962148|https://www.loc.gov/item/sn84022278/?st=calendar|716|1855-12-08|1873-06-14|True|English|
The Dallas Weekly Herald (Dallas, Tex.) 1873-1885|sn84022279|10331051|2333-4681|Texas|Dallas|Dallas|32.7779765, -96.7962148|https://www.loc.gov/item/sn84022279/?st=calendar|444|1873-06-21|1885-12-03|True|English|
The Dalles Daily Chronicle (the Dalles, Or.) 1890-1948|sn85042448|12430487|2333-1321|Oregon|Wasco|Dalles|45.59456, -121.17868|https://www.loc.gov/item/sn85042448/?st=calendar|2091|1890-12-15|1899-06-30|True|English|
The Dalles Times-Mountaineer (the Dalles, Or.) 1882-1904|sn93051669|30618185|2333-1402|Oregon|Wasco|Dalles|45.59456, -121.17868|https://www.loc.gov/item/sn93051669/?st=calendar|483|1889-08-31|1899-12-30|True|English|
The Dalles Weekly Chronicle (the Dalles, Or.) 1890-1947|2003260222|52378445|2333-1305|Oregon|Wasco|Dalles|45.59456, -121.17868|https://www.loc.gov/item/2003260222/?st=calendar|519|1890-12-20|1898-12-31|True|English|
The Danbury News (Danbury, Conn.) 1870-1933|sn82016389|9308179||Connecticut|Fairfield|Danbury|41.393666, -73.451539|https://www.loc.gov/item/sn82016389/?st=calendar|95|1870-03-17|1871-12-27|True|English|
Danbury Times (Danbury, Conn.) 1837-1870|sn84022465|10419197||Connecticut|Fairfield|Danbury|41.393666, -73.451539|https://www.loc.gov/item/sn84022465/?st=calendar|1414|1837-07-05|1870-03-10|True|English|
Danskeren (Neenah, Wis.) 1892-1920|sn86086559|14221656|2831-6851|Nebraska|Washington, Winnebago|Blair, Neenah|44.178238, -88.477226|https://www.loc.gov/item/sn86086559/?st=calendar|1573|1899-01-12|1920-12-29|True|Danish|Danish
Danskeren (Neenah, Wis.) 1892-1920|sn86086559|14221656|2831-6851|Wisconsin|Washington, Winnebago|Blair, Neenah|44.178238, -88.477226|https://www.loc.gov/item/sn86086559/?st=calendar|1573|1899-01-12|1920-12-29|True|Danish|Danish
Danville Intelligencer (Danville, Pa.) 1859-1907|sn86053369|13545200|2373-3829|Pennsylvania|Montour|Danville|40.9643766, -76.6169982|https://www.loc.gov/item/sn86053369/?st=calendar|139|1904-06-17|1907-03-15|True|English|
Das Deutsche Blatt Des West Virginia State College ([Institute, West Virginia]) 19??-????|2024270775|1435805546, n1435805546|3067-0551|West Virginia|Kanawha|Institute|38.383422, -81.7640998|https://www.loc.gov/item/2024270775/?st=calendar|1|1931-05-27|1931-05-27|True|English, German|African American
Das Pw-Echo (Camp Rucker, Ala.) 1945-194?|sn88080923|15503158|2993-9240|Alabama|Pike|Camp Rucker, Fort Rucker|31.34057, -85.71998|https://www.loc.gov/item/sn88080923/?st=calendar|14|1945-06-01|1946-02-01|True|German|German
The Davenport Daily Gazette (Davenport, Iowa) 1856-1869|sn87058152|15582436|2643-6523|Iowa|Scott|Davenport|41.523527, -90.577036|https://www.loc.gov/item/sn87058152/?st=calendar|496|1856-01-01|1857-10-31|True|English|
The Davenport Gazette (Davenport, Scott Co., Iowa) 1841-185?|sn82014073|8807697|2643-654x|Iowa|Scott|Davenport|41.523527, -90.577036|https://www.loc.gov/item/sn82014073/?st=calendar|361|1847-08-26|1854-08-31|True|English|
The Dawn (Ellensburg, Wash.) 1895-1898|2012252560|781973481, n781973481|2333-8393|Washington|Kittitas|Ellensburg|46.9996247, -120.5488497|https://www.loc.gov/item/2012252560/?st=calendar|129|1895-01-19|1898-03-11|True|English|
